"WONUM","ASSETNUM","LINE","HNATOTALDT","HNACOMMODITY","FAILURECODE","PROBLEM_CODE","CAUSE_CODE","REMEDY_CODE","LEAD","SUPERVISOR","LABOR_COUNT","LABORHOURS","dt<=5","SHIFT","CREW","Date","WEEKDAYNUM","ISWEEKEND"
M46169141,A119779,"3EMO",17,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,V0395421,VF031827,3,1.0,0,2,0,2024-03-18,2,0
M46169396,A119970,"3EMB",30,CONNECTOR,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VF045501,VF031827,5,4.5,0,2,0,2024-03-18,2,0
M46172935,A119971,"3EMB",45,VALVE,MECHANICAL,LOOSENESS,MISC,ADJUST,VF026838,VF031827,2,2.0,0,3,0,2024-03-19,3,0
M46176955,A119779,"3EMO",15,FITTING,PNEUMATIC,LEAKAGE,OPERATIONREL,REPLACE,VF040535,VF032770,1,0.3333333333333333,0,1,1,2024-03-19,3,0
M46183558,A119859,"3EMB",90,MOTOR,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA25654,HA19466,2,5.0,0,3,0,2024-03-20,4,0
M46184827,A119779,"3EMO",69,CHUCK,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,REPAIR,VF059547,HA19466,2,2.0,0,3,0,2024-03-20,4,0
M46185046,A119347,"3EMB",30,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,2,1.5,0,1,1,2024-03-20,4,0
M46185444,A119970,"3EMB",15,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,HA25654,HA19466,2,1.0,0,1,1,2024-03-20,4,0
M46188573,A119760,"3EMO",10,SWITCH,MATERIAL,BREAKAGE,MISC,CLEAN,VF043268,HA20804,3,1.5,0,2,0,2024-03-20,4,0
M46195263,A119779,"3EMO",63,CHAIN,MECHANICAL,STICKING,MISC,CLEAN,VF033641,HA19466,3,3.0,0,1,1,2024-03-21,5,0
M46195277,A119779,"3EMO",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,VF033641,HA19466,1,0.3333333333333333,0,1,1,2024-03-21,5,0
M46210256,A119859,"3EMB",60,MOTOR,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,VF033640,VF032770,2,1.1666666666666667,0,1,1,2024-03-22,6,0
M46210903,A119992,"3EMB",719,CLAMP,MECHANICAL,LOOSENESS,MISC,REPAIR,VF033640,VF032770,3,12.0,0,2,1,2024-03-22,6,0
M46219233,A119992,"3EMB",300,DRAW OUT ASSY,EXTERNALINFL,MISCEXTINFL,MISC,REPLACE,VF040631,VF031827,2,18.0,0,3,0,2024-03-23,7,1
M46220338,A119258,"3EMC",27,DIE REST,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,ADJUST,VF056054,VF032770,1,0.65,0,3,0,2024-03-23,7,1
M46223890,A119779,"3EMO",6,SENSOR,MECHANICAL,STICKING,OPERATIONREL,RESET,VF056054,VF032770,3,1.5,0,1,1,2024-03-23,7,1
M46223891,A119760,"3EMO",10,RAIL,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,CLEAN,VF040535,VF032770,4,1.3333333333333333,0,1,1,2024-03-23,7,1
M46224399,A119779,"3EMO",10,UNKNOWN,EXTERNALINFL,MISCEXTINFL,MISC,INVESTIGATE,VF040535,VF032770,1,0.3333333333333333,0,1,1,2024-03-23,7,1
M46245510,A119779,"3EMO",20,MACHINE LOADER,MATERIAL,EXCESSIVE,MISC,RESET,VF037510,VF031827,2,1.0,0,3,0,2024-03-24,1,1
M46252926,A119779,"3EMO",18,SWITCH,ELECTRICAL,EARTHISOFAULT,MISC,RESET,V0395421,VF031827,2,0.8333333333333334,0,3,0,2024-03-25,2,0
M46254620,A119898,"3EME",45,ACTUATOR,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,VF045501,VF031827,2,4.0,0,3,0,2024-03-25,2,0
M46255451,A119779,"3EMO",57,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,VF037510,VF031827,4,4.0,0,3,0,2024-03-25,2,0
M46258801,A119779,"3EMO",45,SWITCH,MATERIAL,WEAR,MISC,CLEAN,VF043268,HA20804,3,2.25,0,1,1,2024-03-25,2,0
M46259488,A119258,"3EMC",45,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,VF025596,HA20804,2,1.5,0,1,1,2024-03-25,2,0
M46259777,A119992,"3EMB",30,PROGRAM,EXTERNALINFL,MISALIGNMENT,MISC,RESET,V0392306,HA20804,3,3.0,0,1,1,2024-03-25,2,0
M46261143,A119779,"3EMO",75,SWITCH,PNEUMATIC,POORFILTRA,MISC,RESET,VF043268,HA20804,2,2.0,0,2,1,2024-03-25,2,0
M46261168,A119898,"3EME",7,OTHER,MECHANICAL,CLEARALIGNFAIL,MISC,REPAIR,VF042616,HA19466,1,0.5,0,2,1,2024-03-25,2,0
M46272447,A119779,"3EMO",70,BRACKET,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,ADJUST,VF040535,VF032770,1,1.5,0,3,0,2024-03-26,3,0
M46274700,A119779,"3EMO",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,HA23032,HA20804,3,1.5,0,1,1,2024-03-26,3,0
M46275444,A119992,"3EMB",390,MOTOR,ELECTRICAL,EARTHISOFAULT,MISC,REPLACE,V0392306,HA20804,7,42.5,0,2,1,2024-03-26,3,0
M46276363,A119779,"3EMO",190,BUSHING,MATERIAL,WEAR,MISC,REPLACE,VF056176,HA19466,3,8.166666666666668,0,2,0,2024-03-26,3,0
M46276619,A119992,"3EMB",12,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA25654,HA19466,1,0.5,0,2,0,2024-03-26,3,0
M46284792,A119779,"3EMO",18,BRACKET,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,ADJUST,VF056054,VF032770,3,1.5,0,3,0,2024-03-27,4,0
M46286240,A119779,"3EMO",15,PROGRAM,EXTERNALINFL,MISCEXTINFL,MISC,RESET,VF040535,VF032770,3,1.5,0,1,1,2024-03-27,4,0
M46286660,A119779,"3EMO",54,SWITCH,PNEUMATIC,CLOGWICONT,OPERATIONREL,CLEAN,VF056054,VF032770,3,6.0,0,1,1,2024-03-27,4,0
M46287607,A119779,"3EMO",30,SWITCH,EXTERNALINFL,BLOCKPLUG,OPERATIONREL,CLEAN,VF040535,VF032770,3,1.5,0,1,1,2024-03-27,4,0
M46287644,A119760,"3EMO",31,ROD,MECHANICAL,LOOSENESS,OPERATIONREL,ADJUST,VF040535,VF032770,3,2.25,0,1,1,2024-03-27,4,0
M46287797,A119971,"3EMB",185,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,INVESTIGATE,VF046345,VF045328,2,2.0,0,2,1,2024-03-27,4,0
M46287994,A119992,"3EMB",62,MOTOR,EXTERNALINFL,MISCEXTINFL,MISC,INVESTIGATE,VF040631,VF031827,1,1.0,0,2,1,2024-03-27,4,0
M46338189,A119779,"3EMO",250,BATTERY,ELECTRICAL,NOPWRVOLT,MISC,REPLACE,VF056054,VF032770,3,13.0,0,3,0,2024-03-28,5,0
M46388466,A119898,"3EME",20,SWITCH,MECHANICAL,STICKING,MISC,RESET,VF033527,VF032770,2,1.0,0,2,1,2024-03-28,5,0
M46388634,A119779,"3EMO",105,BUSHING,MECHANICAL,STICKING,MISC,CLEAN,V0395421,VF031827,2,4.0,0,2,1,2024-03-28,5,0
M46390206,A119779,"3EMO",21,SWITCH,PNEUMATIC,CLOGWICONT,MISC,CLEAN,V0395421,VF031827,3,1.5,0,3,0,2024-03-28,5,0
M46424537,A119779,"3EMO",150,MACHINE LOADER,MECHANICAL,LOOSENESS,MISC,REPLACE,VF037510,VF031827,3,2.0,0,3,0,2024-03-29,6,0
M46432025,A119779,"3EMO",472,PRESSURE TRANSDUCERS,INSTRUMENT,FAULTPWRVOLT,OPERATIONREL,REPLACE,VF025596,HA20804,4,22.0,0,3,0,2024-03-29,6,0
M46576131,A119981,"3EMB",60,VALVE,MECHANICAL,STICKING,MISC,CLEAN,HA25654,HA19466,1,1.0,0,2,0,2024-03-31,1,1
M46586064,A119992,"3EMB",15,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,2,1.0,0,3,0,2024-04-01,2,0
M46586102,A119779,"3EMO",30,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VFC02296,HA19466,3,2.25,0,3,0,2024-04-01,2,0
M46592026,A119981,"3EMB",210,CABLE,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,VF040631,VF031827,2,8.0,0,1,1,2024-04-01,2,0
M46594855,A119859,"3EMB",75,HOSE,MATERIAL,BREAKAGE,MISC,REPLACE,VF040631,VF031827,2,3.0,0,2,1,2024-04-01,2,0
M46595868,A119779,"3EMO",24,CLAMP,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,CLEAN,VF056054,VF032770,2,2.0,0,2,0,2024-04-01,2,0
M46602166,A119779,"3EMO",7,BRACKET,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,ADJUST,VF056054,VF032770,1,0.25,0,3,0,2024-04-02,3,0
M46605312,A119779,"3EMO",14,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,V0395421,VF031827,4,1.3333333333333333,0,1,1,2024-04-02,3,0
M46607948,A119779,"3EMO",45,CYLINDER,PNEUMATIC,OPEROUTOFSPEC,FAILRELMNGMT,ADJUST,VF040535,VF032770,2,2.0,0,2,1,2024-04-02,3,0
M46608549,A119992,"3EMB",10,PROGRAM,MECHANICAL,STICKING,MISC,RESET,VF033640,VF032770,2,0.5,0,2,1,2024-04-02,3,0
M46620041,A119760,"3EMO",7,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VFC02296,HA19466,3,1.0,0,2,0,2024-04-03,4,0
M46620804,A119970,"3EMB",8,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,1,0.13333333333333333,0,3,0,2024-04-04,5,0
M46626174,A119779,"3EMO",10,MACHINE LOADER,MATERIAL,FATIGUE,MISC,CLEAN,VF043268,HA20804,3,1.5,0,3,0,2024-04-04,5,0
M46628619,A119760,"3EMO",60,BELT,MECHANICAL,DEFORMATION,MISC,REPLACE,HA23032,HA20804,2,3.0,0,2,1,2024-04-04,5,0
M46629529,A119859,"3EMB",44,MOTOR,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA25654,HA19466,2,2.0,0,2,0,2024-04-04,5,0
M46635645,A119898,"3EME",30,OPERATOR DOOR,EXTERNALINFL,MISCEXTINFL,MISC,RESET,VF040631,VF031827,2,2.0,0,1,1,2024-04-05,6,0
M48328836,A119970,"3EMB",45,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,VF046345,VF045328,2,1.0,0,3,0,2024-06-25,3,0
M46646736,A119779,"3EMO",358,SENSOR,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,V0395421,VF031827,4,24.0,0,3,0,2024-04-06,7,1
M46648125,A119779,"3EMO",600,WIRE,ELECTRICAL,EARTHISOFAULT,OPERATIONREL,REPLACE,VF040535,VF032770,4,22.0,0,3,0,2024-04-06,7,1
M46666272,A119347,"3EMB",97,SWITCH,PNEUMATIC,OPEROUTOFSPEC,MISC,RESET,HA25654,HA19466,3,2.4000000000000004,0,3,0,2024-04-08,2,0
M46667319,A119347,"3EMB",8,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,1,0.06666666666666667,0,1,1,2024-04-08,2,0
M46668064,A119779,"3EMO",25,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VFC02296,HA19466,2,1.1666666666666667,0,1,1,2024-04-08,2,0
M46677188,A119779,"3EMO",30,MOTOR,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,VF033641,HA19466,3,1.5,0,1,1,2024-04-09,3,0
M46688048,A119779,"3EMO",15,MIDEXER/INDEXER,EXTERNALINFL,MISCEXTINFL,MISC,INVESTIGATE,VF040535,VF032770,1,0.25,0,2,0,2024-04-10,4,0
M46688675,A119992,"3EMB",17,COVER,MECHANICAL,STICKING,FAILRELMNGMT,RESET,VF056054,VF032770,2,1.0,0,2,0,2024-04-10,4,0
M46692356,A119779,"3EMO",180,VALVE,PNEUMATIC,OPEROUTOFSPEC,OPERATIONREL,REPLACE,VF040535,VF032770,5,10.0,0,3,0,2024-04-11,5,0
M46695569,A119992,"3EMB",30,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,CLEAN,VF040631,VF031827,1,1.0,0,1,1,2024-04-11,5,0
M46695872,A119981,"3EMB",300,PUMP,EXTERNALINFL,MISCEXTINFL,MISC,REPLACE,VF040631,VF031827,2,6.0,0,1,1,2024-04-11,5,0
M46697460,A119992,"3EMB",45,CYLINDER,MECHANICAL,LEAKAGE,MISC,REPLACE,VF040631,VF031827,1,1.5,0,1,1,2024-04-11,5,0
M46698616,A119981,"3EMB",10,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,RESET,VF046345,VF045328,1,0.5,0,2,0,2024-04-11,5,0
M46702130,A119981,"3EMB",10,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,VF046345,VF045328,2,1.0,0,3,0,2024-04-12,6,0
M46702368,A119779,"3EMO",720,BUSHING,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,INVESTIGATE,VF040535,VF032770,3,30.0,0,3,0,2024-04-12,6,0
M46705901,A119760,"3EMO",10,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VFC02296,HA19466,2,0.6666666666666666,0,1,1,2024-04-12,6,0
M46706378,A119898,"3EME",120,RAIL,EXTERNALINFL,CONTAMINT,MISC,ADJUST,HA18137,HA19466,2,5.0,0,1,1,2024-04-12,6,0
M46718429,A119992,"3EMB",120,WIRE,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,V0392306,HA20804,3,7.5,0,3,0,2024-04-13,7,1
M46729078,A119779,"3EMO",40,GUIDE PINS,MECHANICAL,CLEARALIGNFAIL,MISC,RESET,VF033641,HA19466,2,2.0,0,1,1,2024-04-13,7,1
M46729085,A119779,"3EMO",20,DRIVE UNIT,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF033641,HA19466,2,1.0,0,1,1,2024-04-13,7,1
M46729388,A119779,"3EMO",60,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,VFC02296,HA19466,1,1.0,0,1,1,2024-04-13,7,1
M46737718,A119779,"3EMO",60,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VF025596,HA20804,2,3.0,0,3,0,2024-04-14,1,1
M46743856,A119981,"3EMB",75,VALVE,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VF025596,HA20804,3,3.75,0,3,0,2024-04-15,2,0
M46754231,A119779,"3EMO",18,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VF040657,VF031827,2,0.8333333333333334,0,2,1,2024-04-15,2,0
M46762130,A119779,"3EMO",15,BUSHING,EXTERNALINFL,MISCEXTINFL,FAILRELMNGMT,RESET,VF040535,VF032770,3,1.0,0,3,0,2024-04-16,3,0
M46762863,A119760,"3EMO",24,SWITCH,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,CLEAN,VF056054,VF032770,4,4.0,0,1,1,2024-04-16,3,0
M46763934,A119760,"3EMO",20,SWITCH,PNEUMATIC,CLOGWICONT,OPERATIONREL,CLEAN,V0391649,VF032770,2,0.8333333333333333,0,1,1,2024-04-16,3,0
M46763970,A119992,"3EMB",10,COVER,MECHANICAL,DEFORMATION,MISC,REPLACE,VF033527,VF032770,1,0.16666666666666666,0,1,1,2024-04-16,3,0
M46764148,A119859,"3EMB",130,PUMP,MECHANICAL,STICKING,MISC,REPLACE,VF033640,VF032770,1,3.0,0,1,1,2024-04-16,3,0
M46764556,A119992,"3EMB",210,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,REPAIR,VF046345,VF045328,5,9.5,0,2,1,2024-04-16,3,0
M46766495,A119992,"3EMB",60,CABLE,EXTERNALINFL,MISCEXTINFL,MISC,CLEAN,VF040631,VF031827,1,1.5,0,3,0,2024-04-17,4,0
M46780596,A119779,"3EMO",20,SWITCH,INSTRUMENT,FAULTPWRVOLT,MISC,CLEAN,VF043268,HA20804,1,0.5,0,3,0,2024-04-18,5,0
M46781608,A119898,"3EME",90,CYLINDER,MECHANICAL,STICKING,MISC,CLEAN,VF048682,HA20804,2,2.0,0,3,0,2024-04-18,5,0
M46783779,A119779,"3EMO",15,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,RESET,VFC02296,HA19466,1,0.25,0,1,1,2024-04-18,5,0
M46786607,A119898,"3EME",35,CYLINDER,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,VF048682,HA20804,2,2.1666666666666665,0,2,0,2024-04-18,5,0
M46789996,A119992,"3EMB",15,PROGRAM,EXTERNALINFL,MISCEXTINFL,MISC,RESET,V0392306,HA20804,2,1.0,0,3,0,2024-04-19,6,0
M46795240,A119779,"3EMO",40,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,ADJUST,VF040535,VF032770,4,3.0,0,1,1,2024-04-19,6,0
M46800617,A119898,"3EME",60,ACTUATOR,MECHANICAL,STICKING,MISC,RESET,VF045501,VF031827,2,4.0,0,3,0,2024-04-20,7,1
M46802299,A119779,"3EMO",15,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,ADJUST,VF040535,VF032770,4,1.3333333333333333,0,3,0,2024-04-20,7,1
M46802566,A119898,"3EME",150,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VF042339,VF032770,2,7.0,0,1,1,2024-04-20,7,1
M46802643,A119760,"3EMO",20,PHOTO EYES,EXTERNALINFL,CONTAMINT,MISC,CLEAN,VF040535,VF032770,4,2.0,0,1,1,2024-04-20,7,1
M46802866,A119779,"3EMO",60,HYDRAULIC CORE,HYDRAULIC,LOWFLUIDLVL,OPERATIONREL,REPAIR,VF040535,VF032770,4,3.0,0,1,1,2024-04-20,7,1
M46803426,A119898,"3EME",45,ACTUATOR,MECHANICAL,STICKING,MISC,RESET,VF045501,VF031827,2,5.0,0,2,0,2024-04-20,7,1
M46825911,A119779,"3EMO",45,CYLINDER,MECHANICAL,LOOSENESS,MISC,REPLACE,VF037510,VF031827,1,0.75,0,3,0,2024-04-22,2,0
M46833231,A119898,"3EME",60,OILIER,MECHANICAL,CLEARALIGNFAIL,MISC,INVESTIGATE,VF048682,HA20804,2,2.5,0,1,1,2024-04-22,2,0
M46834951,A119779,"3EMO",70,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VFC02296,HA19466,1,1.5,0,2,1,2024-04-22,2,0
M46855985,A119970,"3EMB",480,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,REPAIR,VF032427,HA20804,6,18.0,0,1,1,2024-04-23,3,0
M46856106,A119898,"3EME",60,OILIER,MECHANICAL,STICKING,MISC,CLEAN,VF048682,HA20804,1,2.0,0,1,1,2024-04-23,3,0
M46867121,A119898,"3EME",60,RAIL,MECHANICAL,STICKING,MISC,ADJUST,VF033527,VF032770,2,6.0,0,1,1,2024-04-24,4,0
M46877220,A119898,"3EME",120,ACTUATOR,MECHANICAL,STICKING,MISC,POLISH,VF045501,VF031827,2,8.0,0,3,0,2024-04-25,5,0
M46880207,A119898,"3EME",30,CYLINDER,MECHANICAL,LOOSENESS,MISC,ADJUST,VF042339,VF032770,2,1.5,0,3,0,2024-04-25,5,0
M46880370,A119760,"3EMO",6,SENSOR,MECHANICAL,STICKING,OPERATIONREL,RESET,VF056054,VF032770,1,0.2,0,1,1,2024-04-25,5,0
M46882018,A119898,"3EME",30,CYLINDER,MECHANICAL,LOOSENESS,MISC,ADJUST,VF033527,VF032770,2,2.0,0,2,1,2024-04-25,5,0
M46910645,A119970,"3EMB",720,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,4,40.0,0,3,0,2024-04-27,7,1
M47089743,A119898,"3EME",15,OTHER,PNEUMATIC,OPEROUTOFSPEC,MISC,ADJUST,VF042616,HA19466,2,1.5,0,3,0,2024-04-29,2,0
M47104189,A119760,"3EMO",105,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,REPLACE,VF056176,HA19466,1,2.0,0,3,0,2024-04-29,2,0
M47141296,A119779,"3EMO",549,INSERTS,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,VF040657,VF031827,3,11.0,0,1,1,2024-04-29,2,0
M47175039,A119898,"3EME",105,MATERIAL GUIDE,MECHANICAL,LOOSENESS,MISC,ADJUST,VF042339,VF032770,2,4.5,0,3,0,2024-04-30,3,0
M47176705,A119779,"3EMO",30,UNKNOWN,EXTERNALINFL,MISCEXTINFL,MISC,RESET,VF040535,VF032770,2,1.0,0,3,0,2024-04-30,3,0
M47195232,A119779,"3EMO",150,TIP HOLDER,MECHANICAL,CLEARALIGNFAIL,MISC,INVESTIGATE,VF040657,VF031827,3,6.833333333333333,0,1,1,2024-04-30,3,0
M47196958,A119898,"3EME",180,ACTUATOR,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,VF045501,VF031827,2,8.0,0,1,1,2024-04-30,3,0
M47220578,A119971,"3EMB",28,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,2,2.0,0,2,1,2024-05-01,4,0
M47224092,A119779,"3EMO",727,PROGRAM,ELECTRICAL,FAULTPWRVOLT,MISC,INVESTIGATE,VF033641,HA19466,4,40.0,0,3,0,2024-05-02,5,0
M47233052,A119898,"3EME",30,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,VF048682,HA20804,1,0.5,0,2,1,2024-05-02,5,0
M47251044,A119898,"3EME",20,PHOTO EYES,MECHANICAL,LOOSENESS,MISC,ADJUST,VF033527,VF032770,1,0.5,0,3,0,2024-05-04,7,1
M47251564,A119981,"3EMB",20,MOTOR OVERLOADS,ELECTRICAL,EARTHISOFAULT,MISC,RESET,VF033640,VF032770,1,0.5,0,3,0,2024-05-04,7,1
M47253566,A119760,"3EMO",30,RAIL,MECHANICAL,STICKING,MISC,ADJUST,VF044965,VF047876,3,1.5,0,3,0,2024-05-04,7,1
M47254669,A119779,"3EMO",175,CABLE,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,V0391649,VF032770,2,5.833333333333333,0,2,0,2024-05-04,7,1
M47275725,A119971,"3EMB",15,CHILLER,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA25654,HA19466,2,0.6666666666666666,0,1,1,2024-05-06,2,0
M47286624,A119981,"3EMB",20,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,1,0.75,0,1,1,2024-05-07,3,0
M47293885,A119981,"3EMB",30,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,V0392306,HA20804,2,2.0,0,3,0,2024-05-08,4,0
M47299999,A119898,"3EME",60,STOPPER,MECHANICAL,STICKING,MISC,CLEAN,VF033527,VF032770,1,1.0,0,2,0,2024-05-08,4,0
M47300361,A119898,"3EME",30,SCRAP CHUTE,MECHANICAL,STICKING,MISC,RESET,VF033527,VF032770,1,0.5,0,3,0,2024-05-08,4,0
M47309154,A119760,"3EMO",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,V0395421,VF031827,1,0.3333333333333333,0,2,1,2024-05-09,5,0
M47319865,A119779,"3EMO",30,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPAIR,VF054587,HA19466,2,1.0,0,1,1,2024-05-10,6,0
M47321778,A119779,"3EMO",2,ACCUMULATOR,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPLACE,VF046729,HA20804,1,0.08333333333333333,1,2,1,2024-05-10,6,0
M47326341,A119971,"3EMB",25,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,REPLACE,VF032427,HA20804,2,2.0,0,3,0,2024-05-11,7,1
M47326343,A119779,"3EMO",11,SWITCH,HYDRAULIC,LEAKAGE,MISC,CLEAN,VF043268,HA20804,3,1.5,0,3,0,2024-05-11,7,1
M47326603,A119779,"3EMO",65,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF025596,HA20804,3,4.5,0,3,0,2024-05-11,7,1
M47328233,A119971,"3EMB",30,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,2,2.0,0,3,0,2024-05-11,7,1
M47360924,A119779,"3EMO",12,ACCUMULATOR,MECHANICAL,LOOSENESS,OPERATIONREL,REPLACE,VF056054,VF032770,3,2.25,0,1,1,2024-05-13,2,0
M47362927,A119779,"3EMO",15,BUSHING,MATERIAL,WEAR,MISC,REPLACE,HA20699,VF032770,2,1.0,0,1,1,2024-05-13,2,0
M47364216,A119779,"3EMO",18,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,V0395421,VF031827,2,0.6666666666666666,0,2,0,2024-05-13,2,0
M47370085,A119971,"3EMB",30,OPERATOR DOOR,MECHANICAL,LOOSENESS,MISC,REPAIR,VF026838,VF031827,2,1.0,0,3,0,2024-05-14,3,0
M47370870,A119992,"3EMB",30,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VF026838,VF031827,2,1.5,0,3,0,2024-05-14,3,0
M47391784,A119779,"3EMO",29,VALVE,PNEUMATIC,LEAKAGE,MISC,RESET,V0395421,VF031827,3,1.5,0,3,0,2024-05-15,4,0
M47397127,A119971,"3EMB",38,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,HA19466,1,1.0,0,3,0,2024-05-15,4,0
M47408756,A119898,"3EME",180,CLAMP,MECHANICAL,STICKING,MISC,INVESTIGATE,VF048682,HA20804,2,6.5,0,3,0,2024-05-16,5,0
M47413179,A119779,"3EMO",40,SWITCH,PNEUMATIC,CLOGWICONT,MISC,CLEAN,VF054587,HA19466,3,2.6666666666666665,0,1,1,2024-05-16,5,0
M47419130,A119898,"3EME",15,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,VF048682,HA20804,2,1.0,0,3,0,2024-05-17,6,0
M47420196,A119898,"3EME",60,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,ADJUST,VF048682,HA20804,1,1.5,0,3,0,2024-05-17,6,0
M47423316,A119779,"3EMO",10,MACHINE LOADER,EXTERNALINFL,MISALIGNMENT,MISC,INVESTIGATE,VF040535,VF032770,4,1.3333333333333333,0,3,0,2024-05-17,6,0
M47425010,A119898,"3EME",90,SCRAP CHUTE,MECHANICAL,STICKING,MISC,RESET,VF033527,VF032770,2,4.0,0,1,1,2024-05-17,6,0
M47427294,A119970,"3EMB",45,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,CLEAN,VF040631,VF031827,2,2.0,0,3,0,2024-05-18,7,1
M47429873,A119258,"3EMC",14,PROBE,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,V0395421,VF031827,2,0.8333333333333334,0,3,0,2024-05-18,7,1
M47433074,A119779,"3EMO",15,GUIDE PINS,EXTERNALINFL,CONTAMINT,OPERATIONREL,CLEAN,VF040535,VF032770,5,2.5,0,1,1,2024-05-18,7,1
M47433268,A119898,"3EME",60,TIE BAR,MECHANICAL,STICKING,MISC,CLEAN,VF033527,VF032770,2,2.0,0,2,1,2024-05-18,7,1
